ReturnID,OrderID,ReturnDate,ReturnReason,RefundAmount,RefundStatus
9015,23284,2/9/2022,Quality Issue,30152.1,Refunded
9016,50994,3/29/2025,Late Delivery,38214.61,Pending
9017,47844,3/22/2022,Changed Mind,18106.47,Refunded
9018,3208,5/10/2022,Damaged Product,32621.12,Pending
9019,67303,2/24/2024,Duplicate Order,48442.24,Refunded
9020,89073,3/3/2023,Damaged Product,13576.68,Refunded
9021,80742,9/14/2024,Changed Mind,49791.3,Pending
9022,96641,3/20/2023,Wrong Item Delivered,47387.67,Refunded
9023,64561,3/28/2025,Defective Item,34784.78,Pending
9024,71256,3/21/2024,Wrong Item Delivered,30386.08,Refunded
9025,16403,5/17/2023,Size Issue,16909.26,Refunded
9026,64953,2/14/2023,Wrong Item Delivered,31217.52,Refunded
9027,41357,4/23/2025,Defective Item,44835.11,Refunded
9028,4968,2/2/2023,Wrong Item Delivered,21569.04,Refunded
9029,41972,7/25/2025,Changed Mind,11217.04,Pending
9030,45825,6/1/2025,Changed Mind,30039.64,Pending
9031,41166,8/7/2023,Wrong Item Delivered,36681.64,Pending
9032,46247,4/26/2026,Changed Mind,26756.18,Rejected
9033,39194,12/10/2024,Product Not as Described,30971.25,Refunded
9034,21450,2/16/2025,Duplicate Order,17583.18,Refunded
9035,14922,3/27/2022,Product Not as Described,39680.51,Refunded
9036,14761,11/8/2025,Defective Item,9658.61,Pending
9037,82019,3/19/2026,Quality Issue,34601.23,Refunded
9038,3355,4/14/2026,Size Issue,21116.88,Pending
9039,2441,12/12/2023,Product Not as Described,790.47,Pending
9040,28100,11/8/2025,Quality Issue,7964.74,Refunded
9041,71156,9/18/2022,Wrong Item Delivered,15530.46,Refunded
9042,48186,4/9/2022,Duplicate Order,21002.28,Refunded
9043,65840,6/16/2025,Wrong Item Delivered,21243.47,Refunded
9044,24272,8/31/2025,Product Not as Described,25102.46,Refunded
9045,73214,6/24/2023,Size Issue,1614.04,Pending
9046,69568,10/2/2024,Size Issue,2428.47,Refunded
9047,40739,3/3/2023,Late Delivery,40170.74,Refunded
9048,2907,7/31/2023,Defective Item,24898.31,Refunded
9049,69,4/12/2026,Defective Item,17438.41,Pending
9050,92951,5/18/2026,Late Delivery,44336.85,Refunded
9051,28373,8/19/2023,Defective Item,23460.89,Refunded
9052,4592,8/30/2022,Product Not as Described,44183.39,Refunded
9053,93881,2/22/2022,Changed Mind,35939.2,Refunded
9054,21144,3/30/2026,Defective Item,11028.22,Processed
9055,22881,9/25/2022,Late Delivery,36403.39,Refunded
9056,30839,6/8/2022,Product Not as Described,29048.51,Refunded
9057,46170,7/21/2025,Quality Issue,9906.14,Refunded
9058,36558,2/18/2024,Product Not as Described,4761.2,Refunded
9059,7009,11/27/2024,Size Issue,5671.4,Refunded
9060,6098,4/25/2022,Size Issue,2987.87,Refunded
9061,69573,11/11/2024,Quality Issue,3308.45,Rejected
9062,64945,9/4/2025,Defective Item,44761.3,Rejected
9063,10201,2/26/2023,Late Delivery,12158.26,Refunded
9064,81650,6/28/2024,Changed Mind,3296.82,Refunded
9065,90559,10/3/2023,Size Issue,5222.3,Refunded
9066,14679,8/8/2023,Missing Parts,49168.54,Refunded
9067,10833,10/7/2022,Missing Parts,40441.33,Pending
9068,63181,4/15/2025,Defective Item,36666.22,Refunded
9069,547,1/22/2024,Missing Parts,36058.79,Refunded
9070,66007,7/20/2022,Product Not as Described,33929.89,Refunded
9071,70175,10/25/2024,Duplicate Order,18918.4,Refunded
9072,72701,3/5/2022,Defective Item,11716.76,Refunded
9073,30425,1/14/2025,Duplicate Order,26575.47,Refunded
9074,81745,2/9/2025,Quality Issue,9663.81,Refunded
9075,6262,6/3/2024,Late Delivery,20270.44,Refunded
9076,26180,2/12/2024,Quality Issue,44002.31,Processed
9077,21631,1/4/2023,Wrong Item Delivered,30192.88,Refunded
9078,73014,10/9/2024,Late Delivery,37576.61,Refunded
9079,5532,5/13/2022,Product Not as Described,10331.24,Refunded
9080,2740,3/14/2022,Changed Mind,43703.88,Refunded
9081,92551,9/13/2023,Changed Mind,12220.54,Refunded
9082,57564,7/19/2024,Missing Parts,49425.1,Refunded
9083,19400,2/3/2026,Quality Issue,38599.21,Refunded
9084,2609,6/20/2022,Product Not as Described,30484.4,Refunded
9085,58186,5/21/2025,Damaged Product,5547.71,Refunded
9086,62114,12/26/2023,Size Issue,18924.79,Refunded
9087,67646,6/17/2022,Size Issue,36470.63,Refunded
9088,53880,10/1/2022,Late Delivery,24718.58,Pending
9089,25746,2/7/2025,Defective Item,49260.3,Refunded
9090,75458,10/21/2025,Missing Parts,4080.54,Refunded
9091,52636,1/24/2024,Missing Parts,37041.54,Refunded
9092,60028,6/13/2022,Missing Parts,47977,Pending
9093,46440,9/13/2025,Damaged Product,42739.81,Pending
9094,4137,4/1/2024,Missing Parts,5346.35,Refunded
9095,57096,5/17/2025,Duplicate Order,30589.48,Refunded
9096,78529,2/20/2022,Product Not as Described,39938.46,Pending
9097,71314,5/1/2023,Defective Item,1735.55,Rejected
9098,57139,8/3/2025,Missing Parts,33379.47,Refunded
9099,41987,7/15/2025,Duplicate Order,49994.31,Refunded
9100,68300,2/23/2025,Late Delivery,16882.03,Refunded
9101,11619,3/19/2025,Changed Mind,27969.95,Refunded
9102,13792,8/5/2023,Missing Parts,10904.18,Processed
9103,99397,10/22/2022,Missing Parts,44538.83,Refunded
9104,24324,3/23/2026,Damaged Product,44480.59,Refunded
9105,5056,3/21/2024,Damaged Product,42797.54,Refunded
9106,37935,8/9/2023,Wrong Item Delivered,19606.68,Pending
9107,90745,9/24/2023,Damaged Product,48225.96,Refunded
9108,20880,3/17/2022,Late Delivery,18755.5,Refunded
9109,35619,1/7/2023,Damaged Product,12029.88,Refunded
9110,88052,6/18/2024,Size Issue,26004.56,Refunded
9111,63649,10/21/2025,Missing Parts,4330.02,Refunded
9112,81067,6/22/2025,Duplicate Order,39251.31,Refunded
9113,14376,4/27/2025,Late Delivery,14654.18,Refunded
9114,70837,12/2/2022,Missing Parts,8350.18,Refunded
9115,5475,9/13/2022,Missing Parts,33255.25,Refunded
9116,54469,8/28/2022,Damaged Product,43695.03,Refunded
9117,60325,9/25/2023,Size Issue,45818.33,Refunded
9118,4109,4/13/2023,Late Delivery,40171.54,Refunded
9119,91225,8/2/2022,Wrong Item Delivered,35761.96,Refunded
9120,81348,4/4/2023,Quality Issue,36078.69,Refunded
9121,86967,3/24/2026,Wrong Item Delivered,13586.44,Refunded
9122,97402,1/10/2023,Missing Parts,21349.01,Refunded
9123,64653,3/22/2026,Defective Item,34547.8,Refunded
9124,66780,6/18/2023,Changed Mind,20511.61,Processed
9125,26876,2/18/2023,Product Not as Described,12516.22,Refunded
9126,16535,11/4/2023,Product Not as Described,34150.79,Pending
9127,15665,6/15/2025,Duplicate Order,7582.2,Refunded
9128,11488,1/23/2026,Size Issue,21871.41,Refunded
9129,92256,8/3/2022,Damaged Product,8351.42,Refunded
9130,70406,7/2/2022,Changed Mind,28064.53,Refunded
9131,14809,4/27/2024,Damaged Product,20460.47,Refunded
9132,83264,5/7/2024,Late Delivery,12076.6,Refunded
9133,69260,2/2/2024,Changed Mind,36031.87,Refunded
9134,49018,4/18/2024,Missing Parts,14198.54,Refunded
9135,74992,1/13/2026,Damaged Product,36482.11,Refunded
9136,66208,5/20/2026,Quality Issue,11284.61,Refunded
9137,82048,2/28/2022,Defective Item,40217.27,Refunded
9138,29292,7/19/2023,Wrong Item Delivered,21215.81,Refunded
9139,47150,6/4/2023,Product Not as Described,14109.76,Refunded
9140,6688,12/14/2024,Damaged Product,45342.89,Refunded
9141,92691,10/26/2024,Missing Parts,16708.65,Pending
9142,93392,7/1/2023,Wrong Item Delivered,29935.02,Pending
9143,47510,7/21/2025,Wrong Item Delivered,34373.75,Refunded
9144,33376,1/14/2024,Changed Mind,16324.34,Refunded
9145,96838,10/25/2024,Defective Item,44266.8,Refunded
9146,27828,7/12/2024,Size Issue,18806.71,Refunded
9147,38806,9/11/2025,Defective Item,2088.42,Refunded
9148,72073,1/18/2024,Quality Issue,13228.98,Processed
9149,13241,9/12/2022,Quality Issue,9347.1,Rejected
9150,92139,9/12/2025,Damaged Product,28162.51,Processed
9151,18716,4/3/2025,Defective Item,9355.97,Refunded
9152,24275,5/28/2022,Quality Issue,11193.8,Refunded
9153,30484,6/30/2025,Missing Parts,24300.29,Refunded
9154,13325,5/1/2022,Size Issue,1116.18,Refunded
9155,29489,12/27/2024,Product Not as Described,30347.47,Refunded
9156,72018,3/6/2023,Wrong Item Delivered,24419.08,Refunded
9157,15259,1/21/2025,Product Not as Described,26119.23,Pending
9158,84343,12/24/2024,Late Delivery,24998.83,Refunded
9159,50668,3/15/2023,Defective Item,3956.74,Refunded
9160,88329,8/8/2025,Damaged Product,22810.77,Refunded
9161,71255,3/2/2023,Defective Item,43584.97,Pending
9162,49339,7/8/2025,Missing Parts,26138.51,Processed
9163,94781,8/28/2022,Size Issue,33383.04,Refunded
9164,25195,5/28/2023,Size Issue,16458.13,Refunded
9165,2247,10/24/2025,Defective Item,2148.35,Refunded
9166,22436,4/13/2023,Defective Item,14514.76,Refunded
9167,92223,11/6/2022,Product Not as Described,30019.98,Pending
9168,30975,7/25/2024,Quality Issue,19745.17,Pending
9169,29545,7/6/2023,Product Not as Described,12335.38,Refunded
9170,91011,12/27/2024,Damaged Product,45128.36,Refunded
9171,70958,6/17/2025,Damaged Product,47787.7,Refunded
9172,31953,10/2/2024,Product Not as Described,22247.03,Refunded
9173,95063,9/23/2023,Late Delivery,30019.6,Refunded
9174,42558,10/1/2022,Duplicate Order,20743.03,Refunded
9175,67624,8/27/2022,Quality Issue,29762.39,Pending
9176,33361,8/12/2024,Quality Issue,31522.41,Refunded
9177,48179,9/4/2023,Product Not as Described,15450.14,Refunded
9178,5107,9/10/2022,Defective Item,26082.35,Refunded
9179,84350,7/8/2023,Wrong Item Delivered,11681.91,Pending
9180,74434,2/18/2025,Missing Parts,34432.87,Refunded
9181,37968,2/14/2024,Damaged Product,41875.61,Refunded
9182,79604,1/3/2023,Damaged Product,9124.8,Pending
9183,19932,9/17/2022,Wrong Item Delivered,205.67,Refunded
9184,64956,4/3/2026,Changed Mind,31288.92,Refunded
9185,76957,12/27/2022,Wrong Item Delivered,11743.27,Refunded
9186,4962,12/19/2022,Changed Mind,38102.03,Refunded
9187,58299,2/4/2026,Size Issue,25939.75,Refunded
9188,21193,6/8/2024,Missing Parts,45754.05,Refunded
9189,91261,12/4/2024,Missing Parts,20641.77,Refunded
9190,8724,3/8/2024,Defective Item,24938.06,Processed
9191,92937,2/10/2026,Defective Item,6297.19,Refunded
9192,91802,2/21/2022,Missing Parts,11021.92,Refunded
9193,33639,2/20/2024,Defective Item,38471.7,Refunded
9194,25988,8/3/2024,Duplicate Order,48083.2,Refunded
9195,10824,3/2/2025,Changed Mind,28403.66,Rejected
9196,28461,10/7/2023,Defective Item,25197.99,Refunded
9197,56450,7/19/2022,Damaged Product,17847.75,Refunded
9198,14249,1/31/2022,Missing Parts,19768.37,Refunded
9199,75743,12/21/2025,Defective Item,34869.64,Refunded
9200,64358,6/17/2023,Defective Item,16168.06,Refunded
9201,41583,3/19/2022,Damaged Product,49332.31,Refunded
9202,29229,10/23/2022,Late Delivery,40028.06,Refunded
9203,83184,5/11/2026,Wrong Item Delivered,49359.46,Refunded
9204,7579,10/26/2024,Duplicate Order,27164.09,Refunded
9205,95696,5/17/2025,Missing Parts,23926.91,Refunded
9206,1347,7/24/2022,Size Issue,42363.78,Refunded
9207,2520,10/22/2023,Quality Issue,36106.57,Refunded
9208,86301,4/25/2022,Wrong Item Delivered,28602.44,Pending
9209,65919,9/14/2022,Late Delivery,14904.19,Rejected
9210,81204,12/17/2024,Wrong Item Delivered,36943.41,Refunded
9211,55362,5/18/2022,Product Not as Described,15606.43,Refunded
9212,98480,11/24/2024,Product Not as Described,10723.57,Refunded
9213,29603,12/10/2022,Late Delivery,32316.58,Refunded
9214,59052,4/3/2022,Wrong Item Delivered,3525.59,Pending
9215,45971,1/5/2023,Size Issue,38419.46,Refunded
9216,26285,11/15/2023,Product Not as Described,24357.91,Refunded
9217,87789,4/27/2023,Duplicate Order,24247.2,Refunded
9218,89428,9/27/2025,Missing Parts,25496.14,Refunded
9219,83280,11/6/2022,Size Issue,29697.35,Pending
9220,84587,1/27/2023,Wrong Item Delivered,48481.26,Refunded
9221,21408,4/14/2022,Quality Issue,32849.52,Refunded
9222,24707,5/13/2022,Defective Item,24897.93,Refunded
9223,26196,10/21/2022,Missing Parts,24227.55,Refunded
9224,31229,7/18/2022,Missing Parts,46361.99,Refunded
9225,95268,11/17/2022,Product Not as Described,8846.27,Refunded
9226,29671,3/27/2023,Quality Issue,19801.55,Refunded
9227,84172,11/29/2025,Late Delivery,6575.27,Refunded
9228,11454,12/31/2023,Duplicate Order,44143.62,Refunded
9229,79032,12/20/2024,Late Delivery,46515.62,Refunded
9230,46543,4/29/2025,Duplicate Order,31198.8,Refunded
9231,50559,10/13/2023,Late Delivery,46965.54,Refunded
9232,54676,6/16/2023,Wrong Item Delivered,536.19,Refunded
9233,22410,3/31/2025,Defective Item,47588.39,Refunded
9234,82222,8/14/2023,Product Not as Described,45962.76,Refunded
9235,76701,11/18/2024,Quality Issue,28000.5,Refunded
9236,38370,1/4/2023,Missing Parts,44306.91,Pending
9237,65943,8/18/2024,Quality Issue,7364.35,Pending
9238,65123,10/4/2023,Damaged Product,17087.91,Refunded
9239,45081,3/16/2023,Size Issue,29959.13,Refunded
9240,95674,4/29/2025,Size Issue,26115.89,Refunded
9241,84720,12/19/2022,Late Delivery,22379.51,Refunded
9242,10840,9/27/2022,Wrong Item Delivered,26210.32,Pending
9243,2485,9/20/2023,Damaged Product,29291.73,Refunded
9244,57720,3/18/2022,Damaged Product,30717.63,Refunded
9245,68346,10/5/2025,Missing Parts,4077.6,Refunded
9246,53524,2/24/2025,Damaged Product,37901.64,Refunded
9247,62490,7/13/2022,Missing Parts,27220.92,Refunded
9248,88674,11/22/2023,Late Delivery,46088.29,Refunded
9249,92651,10/28/2022,Quality Issue,10584.58,Processed
9250,82423,5/5/2024,Size Issue,4196.92,Refunded
9251,69344,11/26/2024,Changed Mind,24123.94,Rejected
9252,68937,1/28/2024,Product Not as Described,13712.68,Refunded
9253,71472,7/6/2022,Late Delivery,38164.61,Refunded
9254,50165,7/12/2025,Missing Parts,19255.89,Refunded
9255,80348,5/26/2023,Duplicate Order,8615.62,Refunded
9256,56312,10/4/2025,Late Delivery,1292.97,Refunded
9257,10406,6/12/2022,Quality Issue,15682.84,Processed
9258,84265,10/9/2024,Missing Parts,12196.27,Refunded
9259,3809,5/10/2024,Duplicate Order,40094.11,Pending
9260,23830,5/15/2023,Late Delivery,15305.04,Refunded
9261,29829,11/5/2024,Quality Issue,39403.53,Refunded
9262,51596,2/2/2022,Size Issue,21988.84,Refunded
9263,73560,8/3/2024,Quality Issue,16508.62,Refunded
9264,92253,11/9/2022,Product Not as Described,46951.38,Refunded
9265,53384,4/6/2022,Duplicate Order,1476.87,Refunded
9266,82797,3/12/2024,Defective Item,46971.25,Refunded
9267,18542,6/25/2023,Missing Parts,17567.37,Refunded
9268,8102,3/14/2025,Changed Mind,11347.5,Refunded
9269,93563,10/12/2023,Duplicate Order,42866.85,Refunded
9270,61125,2/21/2024,Quality Issue,32816.64,Refunded
9271,13303,10/8/2024,Missing Parts,39861.22,Refunded
9272,59656,2/9/2023,Late Delivery,11074.35,Refunded
9273,48269,3/30/2022,Product Not as Described,48223.74,Pending
9274,69119,9/22/2022,Defective Item,2930.04,Rejected
9275,58923,4/23/2025,Wrong Item Delivered,32417.57,Refunded
9276,57924,11/7/2022,Size Issue,36505.04,Refunded
9277,2285,12/18/2022,Quality Issue,12739.13,Refunded
9278,33279,8/20/2025,Wrong Item Delivered,8876.86,Refunded
9279,7862,11/2/2025,Changed Mind,34664.2,Refunded
9280,15003,7/30/2023,Late Delivery,36179.74,Processed
9281,91972,10/30/2022,Damaged Product,27799.31,Refunded
9282,64290,7/26/2024,Damaged Product,23066.02,Refunded
9283,86080,5/21/2024,Missing Parts,27076.3,Refunded
9284,34860,3/19/2024,Size Issue,48294.59,Refunded
9285,74366,5/26/2025,Product Not as Described,46694.5,Pending
9286,55814,1/18/2025,Late Delivery,13718.47,Rejected
9287,89728,5/20/2022,Changed Mind,24889.37,Refunded
9288,88800,10/16/2023,Defective Item,7239.79,Refunded
9289,19778,7/22/2023,Quality Issue,43427.38,Refunded
9290,99850,1/19/2023,Wrong Item Delivered,3685.19,Refunded
9291,69613,12/12/2022,Quality Issue,32449.12,Refunded
9292,19940,3/28/2023,Damaged Product,36522.93,Refunded
9293,49621,1/4/2025,Defective Item,18243.26,Refunded
9294,34830,11/19/2025,Defective Item,20237.69,Refunded
9295,43040,2/2/2026,Duplicate Order,17350.67,Refunded
9296,60901,1/30/2023,Wrong Item Delivered,11579.86,Pending
9297,7286,3/5/2026,Changed Mind,24203.99,Rejected
9298,38117,5/1/2022,Defective Item,29212.44,Refunded
9299,19759,1/24/2023,Defective Item,21990.76,Processed
9300,17809,4/21/2023,Wrong Item Delivered,14220.13,Refunded
9301,62657,8/25/2024,Damaged Product,20335.37,Refunded
9302,48723,8/13/2023,Missing Parts,42260.05,Processed
9303,98233,1/26/2024,Damaged Product,25367.52,Pending
9304,28422,4/24/2022,Product Not as Described,9168.67,Refunded
9305,40138,11/7/2025,Size Issue,16812.17,Refunded
9306,62773,11/9/2024,Size Issue,45176,Processed
9307,16201,4/3/2025,Duplicate Order,34283.11,Pending
9308,26772,9/27/2025,Quality Issue,45171.48,Refunded
9309,61336,4/26/2023,Changed Mind,16222.63,Refunded
9310,14335,11/1/2025,Missing Parts,35642.74,Refunded
9311,29624,4/17/2026,Changed Mind,35359.61,Refunded
9312,66579,4/8/2023,Late Delivery,10710.39,Refunded
9313,43122,4/10/2024,Damaged Product,47759.18,Pending
9314,61866,6/10/2025,Wrong Item Delivered,3400.55,Pending
9315,42172,10/13/2022,Missing Parts,1165.17,Refunded
9316,28775,10/3/2022,Missing Parts,8815.84,Pending
9317,1858,7/5/2022,Wrong Item Delivered,38311.34,Refunded
9318,89771,8/20/2024,Missing Parts,40508.06,Pending
9319,12933,5/3/2024,Wrong Item Delivered,32064.52,Refunded
9320,12520,11/25/2022,Missing Parts,46732.1,Pending
9321,8709,6/26/2022,Late Delivery,9777.46,Refunded
9322,69780,10/9/2023,Changed Mind,2287.49,Refunded
9323,79359,7/1/2024,Product Not as Described,35641.15,Refunded
9324,95815,5/6/2026,Changed Mind,44615.21,Refunded
9325,31623,12/31/2022,Changed Mind,42055.63,Refunded
9326,14379,12/26/2024,Duplicate Order,33232.88,Refunded
9327,44957,4/5/2022,Quality Issue,49766.6,Refunded
9328,62562,12/22/2025,Quality Issue,41772.05,Pending
9329,93640,6/15/2025,Size Issue,10701.32,Refunded
9330,60042,5/5/2022,Duplicate Order,31293.61,Refunded
9331,64250,8/4/2022,Duplicate Order,16469.22,Refunded
9332,34649,9/7/2023,Late Delivery,32253.47,Refunded
9333,68702,3/29/2023,Product Not as Described,30322.94,Refunded
9334,19498,7/15/2025,Duplicate Order,31233.81,Refunded
9335,53202,7/15/2022,Late Delivery,17808.99,Refunded
9336,49081,3/30/2023,Size Issue,29667,Refunded
9337,2314,10/12/2025,Duplicate Order,18870.38,Refunded
9338,51179,6/23/2022,Late Delivery,18490.43,Processed
9339,12712,10/12/2022,Changed Mind,26921.21,Rejected
9340,90252,9/21/2023,Damaged Product,35782.16,Refunded
9341,22672,11/27/2023,Missing Parts,8881.96,Pending
9342,74451,10/28/2024,Changed Mind,21299,Refunded
9343,93541,11/11/2024,Changed Mind,14969.44,Refunded
9344,62912,2/2/2026,Quality Issue,30926.08,Refunded
9345,4790,5/5/2024,Duplicate Order,35927.2,Refunded
9346,93968,6/10/2022,Wrong Item Delivered,45733.16,Refunded
9347,30591,5/2/2025,Duplicate Order,6997.01,Refunded
9348,61965,7/5/2025,Changed Mind,45914.61,Refunded
9349,59445,6/17/2024,Wrong Item Delivered,2327.31,Refunded
9350,12428,4/22/2022,Duplicate Order,49032.32,Pending
9351,51932,6/25/2025,Quality Issue,23530.38,Refunded
9352,48536,8/7/2022,Late Delivery,11481.54,Refunded
9353,360,3/26/2024,Defective Item,37153.06,Refunded
9354,14881,6/1/2022,Size Issue,26278.71,Refunded
9355,23077,5/1/2022,Duplicate Order,4066.07,Refunded
9356,20616,8/29/2025,Size Issue,33811.37,Rejected
9357,54048,7/12/2022,Size Issue,20941.05,Refunded
9358,97874,1/3/2026,Changed Mind,34287.93,Refunded
9359,55946,5/1/2026,Defective Item,46316.13,Refunded
9360,75622,1/28/2025,Wrong Item Delivered,4166.48,Processed
9361,60294,3/26/2026,Missing Parts,21516.52,Rejected
9362,81808,3/13/2023,Missing Parts,45404.94,Refunded
9363,55949,8/5/2025,Missing Parts,20767.81,Refunded
9364,34923,4/10/2022,Damaged Product,8270.21,Refunded
9365,44061,8/10/2023,Late Delivery,4499.89,Refunded
9366,48137,5/22/2023,Late Delivery,44034.93,Refunded
9367,43788,9/28/2024,Late Delivery,34483.8,Refunded
9368,73323,8/26/2022,Quality Issue,42464.19,Refunded
9369,17001,2/8/2025,Changed Mind,21849.49,Refunded
9370,24007,1/27/2026,Wrong Item Delivered,45046.34,Processed
9371,80809,9/23/2022,Defective Item,44664.08,Refunded
9372,46310,3/8/2026,Quality Issue,8917.45,Processed
9373,46656,8/9/2025,Duplicate Order,510.58,Refunded
9374,33670,10/1/2022,Duplicate Order,15255.19,Refunded
9375,18844,2/22/2022,Missing Parts,27629.49,Refunded
9376,80139,5/27/2022,Damaged Product,46807.12,Refunded
9377,74954,8/20/2022,Duplicate Order,29444.85,Rejected
9378,4493,12/12/2023,Late Delivery,35494.11,Refunded
9379,7465,12/9/2022,Product Not as Described,41862.02,Refunded
9380,36136,12/31/2025,Defective Item,29212.8,Processed
9381,87652,11/30/2022,Product Not as Described,21620.17,Refunded
9382,62078,4/17/2025,Quality Issue,2994.54,Refunded
9383,3701,8/16/2022,Damaged Product,21351.71,Refunded
9384,5862,4/5/2025,Changed Mind,43475.7,Refunded
9385,73950,6/25/2025,Duplicate Order,36207.52,Pending
9386,57290,2/12/2026,Duplicate Order,27429.87,Refunded
9387,26949,11/3/2023,Size Issue,43757.37,Refunded
9388,60166,10/25/2025,Missing Parts,3022.23,Pending
9389,54904,4/2/2024,Changed Mind,36122.49,Refunded
9390,58902,5/9/2023,Changed Mind,28964.94,Refunded
9391,49475,1/2/2026,Quality Issue,14808.63,Refunded
9392,21730,11/27/2022,Duplicate Order,24931.61,Refunded
9393,64167,3/29/2022,Missing Parts,22251.34,Refunded
9394,97354,2/22/2026,Size Issue,19790.84,Refunded
9395,5603,3/25/2023,Product Not as Described,37118.43,Refunded
9396,60790,5/3/2023,Defective Item,28068.79,Rejected
9397,49088,12/23/2024,Missing Parts,22625.66,Pending
9398,99245,10/7/2025,Product Not as Described,2095.76,Refunded
9399,46974,10/13/2022,Wrong Item Delivered,42580.04,Refunded
9400,61888,4/11/2024,Duplicate Order,7608.6,Refunded
9401,99199,3/25/2026,Duplicate Order,27338.25,Refunded
9402,88479,4/30/2025,Damaged Product,37707.57,Refunded
9403,46788,10/23/2022,Quality Issue,15629.91,Refunded
9404,85668,1/30/2024,Wrong Item Delivered,21330.47,Refunded
9405,18879,6/23/2022,Damaged Product,37505.11,Refunded
9406,97239,5/12/2026,Missing Parts,31667.78,Refunded
9407,14486,1/1/2024,Damaged Product,41948.2,Refunded
9408,95664,5/16/2025,Wrong Item Delivered,28257.02,Pending
9409,86638,4/6/2024,Product Not as Described,4178.31,Refunded
9410,58577,10/29/2024,Product Not as Described,15687.26,Refunded
9411,60594,10/6/2025,Changed Mind,25366.02,Refunded
9412,45250,7/29/2025,Wrong Item Delivered,48179.35,Pending
9413,47463,10/14/2022,Size Issue,32189.59,Refunded
9414,90096,6/21/2022,Missing Parts,16181.31,Refunded
9415,63532,2/7/2022,Missing Parts,9069.63,Refunded
9416,9119,2/14/2022,Size Issue,25262.63,Refunded
9417,77975,12/24/2022,Defective Item,6956.58,Rejected
9418,6898,4/26/2023,Quality Issue,42627.07,Refunded
9419,68683,4/16/2024,Missing Parts,31037.58,Refunded
9420,59248,1/16/2024,Wrong Item Delivered,25987.94,Refunded
9421,6446,2/3/2022,Late Delivery,46759.18,Refunded
9422,11848,4/16/2024,Damaged Product,2836.34,Refunded
9423,46265,12/6/2022,Duplicate Order,207.71,Refunded
9424,77392,7/7/2022,Late Delivery,17819.51,Refunded
9425,72747,12/29/2023,Changed Mind,28254.96,Refunded
9426,21671,4/30/2022,Missing Parts,4026.97,Refunded
9427,60084,5/20/2023,Missing Parts,4775.55,Refunded
9428,11097,5/29/2024,Changed Mind,12978.91,Refunded
9429,55856,7/18/2025,Defective Item,2896.19,Refunded
9430,58049,7/17/2024,Duplicate Order,30863.11,Pending
9431,92846,8/18/2022,Product Not as Described,39363.43,Refunded
9432,80857,2/1/2022,Duplicate Order,46474.05,Pending
9433,55150,12/25/2024,Size Issue,33091.95,Refunded
9434,2633,5/28/2025,Product Not as Described,27361.04,Refunded
9435,83900,12/16/2025,Product Not as Described,48776.32,Refunded
9436,25456,1/17/2024,Changed Mind,38233.98,Refunded
9437,69772,12/5/2022,Defective Item,34715.97,Rejected
9438,91884,7/30/2022,Duplicate Order,3555.12,Pending
9439,50325,8/19/2024,Size Issue,30258.9,Refunded
9440,12795,9/25/2024,Defective Item,2218.46,Refunded
9441,12996,9/11/2025,Changed Mind,42185.91,Pending
9442,21064,2/10/2024,Size Issue,5836.59,Refunded
9443,98059,10/3/2025,Product Not as Described,23527.39,Refunded
9444,54574,2/24/2024,Missing Parts,39772.62,Pending
9445,28219,5/13/2024,Product Not as Described,6647.63,Refunded
9446,33257,1/24/2026,Wrong Item Delivered,28382.19,Processed
9447,66585,10/24/2023,Wrong Item Delivered,4835.76,Rejected
9448,91066,12/26/2023,Damaged Product,46106.24,Refunded
9449,73906,3/7/2023,Wrong Item Delivered,31419.03,Refunded
9450,99221,9/4/2024,Late Delivery,26476.09,Refunded
9451,21861,11/28/2023,Changed Mind,37671.27,Refunded
9452,93879,4/11/2022,Wrong Item Delivered,36672.31,Processed
9453,48202,11/16/2022,Wrong Item Delivered,2231,Refunded
9454,9447,8/15/2024,Defective Item,43626.55,Processed
9455,34376,3/28/2023,Late Delivery,44765.84,Refunded
9456,17215,4/23/2025,Quality Issue,19951.11,Refunded
9457,54130,4/25/2024,Quality Issue,2158.57,Refunded
9458,20285,4/11/2026,Wrong Item Delivered,35725.92,Refunded
9459,58990,4/18/2024,Changed Mind,42877.36,Refunded
9460,90970,7/31/2023,Late Delivery,22449.7,Refunded
9461,63279,2/2/2024,Missing Parts,30579.83,Refunded
9462,74320,6/16/2024,Late Delivery,4919.12,Refunded
9463,78971,3/6/2025,Missing Parts,24784.16,Refunded
9464,16882,1/5/2026,Missing Parts,3522.6,Refunded
9465,57963,12/14/2024,Quality Issue,10283.97,Refunded
9466,60118,4/30/2026,Late Delivery,5078.05,Refunded
9467,36040,2/26/2022,Quality Issue,24656.88,Refunded
9468,92930,7/27/2025,Quality Issue,45366.6,Refunded
9469,4653,8/15/2022,Late Delivery,28371.39,Refunded
9470,16605,12/21/2022,Late Delivery,39001.42,Refunded
9471,71222,11/29/2023,Defective Item,14777.94,Processed
9472,20056,9/23/2025,Product Not as Described,26297.2,Refunded
9473,28259,1/21/2026,Product Not as Described,4682.89,Pending
9474,28738,3/15/2026,Damaged Product,12011.96,Pending
9475,40285,12/10/2022,Quality Issue,41379.31,Refunded
9476,29435,10/24/2024,Damaged Product,48264.72,Refunded
